"c973";"#c0#Acquired [#c2#%s#c##c0#].";
"c9a8";"#c0#Acquired [#c2#%s#c##c0#].";
"cc7d";"#c0#Acquired [#c2#%s#c##c0#].";
"dd8e";"#c0#Acquired [#c2#%s#c##c0#].";
"df1d";"#c0#Acquired [#c2#Cleria Armor#c##c0#].";
"ee75";"#c0#Handed over [#c2#%s#c##c0#].";
"f1a9";"#c0#Received [#c2#%s#c##c0#].";
"f4a3";"#c0#Received [#c2#%s#c##c0#].";
"fe1d";"#c0#Picked a #c2#%s#c##c0# from the tree.";
"1062b";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
10659;"#c0#Purchased [#c2#%s#c##c0#].";
"106cc";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"106fa";"#c0#Purchased [#c2#%s#c##c0#].";
"1076d";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"1079b";"#c0#Purchased [#c2#%s#c##c0#].";
"1080e";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"1083c";"#c0#Purchased [#c2#%s#c##c0#].";
"108af";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"108dd";"#c0#Purchased [#c2#%s#c##c0#].";
10950;"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"1097e";"#c0#Purchased [#c2#%s#c##c0#].";
"109f0";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"10a1e";"#c0#Purchased [#c2#%s#c##c0#].";
"10a91";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"10abf";"#c0#Purchased [#c2#%s#c##c0#].";
"10b32";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"10b60";"#c0#Purchased [#c2#%s#c##c0#].";
"10bfc";"#c0#Sold #c2#%s#c##c0#.";
"10c34";"#c0#Sold #c2#%s#c##c0#.";
"10c65";"#c0#Sold #c2#%s#c##c0#.";
"10d9c";"#c0#Received [#c2#%s#c##c0#].";
"10ec5";"#c0#Handed over [#c2#%s#c##c0#].";
"10f8f";"#c0#Received [#c2#%s#c##c0#].";
"112b2";"#c0#Purchased [#c2#%s#c##c0#].";
11324;"#c0#Received [#c2#%s#c##c0#].";
"113a2";"#c0#Received [#c2#%s#c##c0#].";
"113ee";"#c0#Received #c2#300 Gold#c##c0#.";
"1195c";"#c0#Purchased [#c2#%s#c##c0#].";
"119cb";"#c0#Purchased [#c2#%s#c##c0#].";
"11a3a";"#c0#Purchased [#c2#%s#c##c0#].";
"11aa8";"#c0#Purchased [#c2#%s#c##c0#].";
"11b1f";"#c0#Sold [#c2#%s#c##c0#].";
"11b80";"#c0#Sold [#c2#%s#c##c0#].";
"11be1";"#c0#Sold [#c2#%s#c##c0#].";
"11eac";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"11eda";"#c0#Purchased [#c2#%s#c##c0#].";
"11f4e";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"11f7c";"#c0#Purchased [#c2#%s#c##c0#].";
"11ff0";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"1201e";"#c0#Purchased [#c2#%s#c##c0#].";
12092;"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"120c0";"#c0#Purchased [#c2#%s#c##c0#].";
12134;"#c0#Purchased [#c2#%s#c##c0#] anyway.";
12162;"#c0#Purchased [#c2#%s#c##c0#].";
"121d6";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
12204;"#c0#Purchased [#c2#%s#c##c0#].";
12277;"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"122a5";"#c0#Purchased [#c2#%s#c##c0#].";
12319;"#c0#Purchased [#c2#%s#c##c0#] anyway.";
12347;"#c0#Purchased [#c2#%s#c##c0#].";
"123bb";"#c0#Purchased [#c2#%s#c##c0#] anyway.";
"123e9";"#c0#Purchased [#c2#%s#c##c0#].";
"12fc6";"#c0#Acquired [#c2#%s#c##c0#].";
13203;"#c0#Acquired [#c2#%s#c##c0#].";
"1359f";"#c0#Acquired [#c2#%s#c##c0#].";
"137a4";"#c0#Acquired [#c2#Mattock#c##c0#].";
13832;"#c0#Handed over [#c2#%s#c##c0#].";
"13a03";"#c0#Acquired [#c2#%s#c##c0#].";
"13b1b";"#c0#Acquired [#c2#%s#c##c0#].";
"13bb0";"#c0#Acquired [#c2#Iron Ore#c##c0#].";
"13c08";"#c0#Acquired [#c2#%s#c##c0#].";
"13c46";"#c0#Acquired [#c2#%s#c##c0#].";
"13e12";"#c0#Acquired [#c2#%s#c##c0#].";
"13ed4";"#c0#Acquired [#c2#%s#c##c0#].";
"13f06";"#c0#Acquired [#c2#%s#c##c0#].";
"13f38";"#c0#Acquired [#c2#%s#c##c0#].";
14016;"#c0#Picked a #c2#snowy Marle Flower#c#.";
14051;"#c0#Acquired [#c2#%s#c##c0#].";
"1426b";"#c0#Acquired #c2#1000 Gold#c##c0#.";
14958;"#c0#Adol received a delicious-
looking [#c2#%s#c##c0#] from Lilia.";
"1677b";"#c0#Acquired #c2#500 Gold#c##c0#.";
"167d9";"#c0#Acquired #c2#500 Gold#c##c0#.";
"1701f";"#c0#Received [#c2#Goddess Ring#c##c0#].";
17239;"#c0#Acquired [#c2#%s#c##c0#].";
"1726b";"#c0#Acquired [#c2#%s#c##c0#].";
"173ef";"#c0#Received [#c2#Short Sword#c##c0#].";
"1761d";"#c0#Acquired [#c2#Ancient Tablet#c##c0#].";
"17c42";"#c0#Acquired #c2#3000 Gold#c##c0#.";
"17c78";"#c0#Acquired [#c2#%s#c##c0#].";
"17ca9";"#c0#Acquired [#c2#%s#c##c0#].";
"17ceb";"#c0#Acquired [#c2#%s#c##c0#].";
"17d57";"#c0#Acquired #c2#2000 Gold#c##c0#.";
"17d88";"#c0#Acquired #c2#1000 Gold#c##c0#.";
"17dbe";"#c0#Reobtained [#c2#%s#c##c0#].";
"17df7";"#c0#Acquired [#c2#%s#c##c0#].";
"17e2f";"#c0#Acquired [#c2#%s#c##c0#].";
18540;"デバッグ用メッセージ";
"189d3";"#c2#黒い真珠つき夢見の石像#c0#を
手に入れた。";
"18b4a";"#c2#%s#c##c0#を
手に入れた。";
"18fe0";"#c0#Acquired [#c2#%s#c##c0#].";
"19a7a";"#c0#Acquired #c2#2000 Gold#c##c0#.";
"1a259";"#c0#Acquired [#c2#%s#c##c0#].";
"1a5b0";"#c0#Received [#c2#Gold Pendant#c##c0#].";
"1aa71";"#c0#Received [#c2#Shrine Key#c##c0#].";
"1aec6";"#c0#Received [#c2#Cleria Sword#c##c0#].";
"1af2b";"#c0#Acquired [#c2#%s#c##c0#].";
"1af64";"#c0#Acquired [#c2#%s#c##c0#].";
"1b021";"#c0#Received [#c2#Floodgate Key#c##c0#].";
"1b0a6";"#c0#Acquired [#c2#%s#c##c0#].";
"1b0df";"#c0#Acquired [#c2#%s#c##c0#].";
"1b327";"#c0#Acquired [#c2#%s#c##c0#].";
"1cb29";"#c0#Received [#c2#%s#c##c0#].";
"1dffb";"#c0#Received [#c2#%s#c##c0#].";
"1e209";"#c0#Acquired [#c2#%s#c##c0#].";
"1f396";"#c0#Received [#c2#Pass#c##c0#].";
"1f57a";"#c0#Acquired [#c2#%s#c##c0#].";
"1fdb5";"#c0#Received [#c2#Cruberry Pie#c##c0#].";
"1fe09";"#c0#Received [#c2#Cruberry#c##c0#].";
"1febb";"#c0#Received [#c2#Meat Pie#c##c0#].";
"1ff0b";"#c0#Received [#c2#Smoked Meat#c##c0#].";
"1ff66";"#c0#Received [#c2#Raw Meat#c##c0#].";
27793;;
"2779d";"No";
"277a9";"Yes";
"277b5";"Yes";
"277c1";"Okay";
"277cf";"Okay";
"277dd";"Rename";
"277ed";"EASY";
"277fb";"NORMAL";
"2780b";"HARD";
27819;"Chronicles (2009)";
27833;"Complete (2001)";
"2784b";"Yes";
27857;"No";
27861;"Adol";
"2786d";"Colt";
27879;"Tita";
27885;"Andy";
27891;"Masontorch";
"278a3";"Brody";
"278af";"Larsen";
"278bd";"Marina";
"278cb";"Saffron";
"278d9";"Oseam";
"278e5";"Beth";
"278f1";"Lucille";
"278ff";"Dogi";
"2790b";"Bohtz";
27917;"Elder Cornell";
"2792b";"Leonor Rall";
"2793d";"Flair Rall";
"2794f";"Lazlo";
"2795b";"Jade";
27967;"Guido";
27973;"Gila";
"2797f";"Noit";
"2798b";"Neal";
27997;"Nurse Sarina";
"279ab";"Banoa";
"279b7";"Natasha";
"279c5";"Astal";
"279d1";"Leggs";
"279dd";"Kris";
"279e9";"Ceres";
"279f5";"Elle";
"27a01";"Ruba";
"27a0d";"Karen";
"27a19";"Hadat";
"27a25";"Regg";
"27a31";"Zalem";
"27a3d";"Sada";
"27a49";"Dalles";
"27a57";"Kyle";
"27a63";"Boris";
"27a6f";"Ed";
"27a79";"Favre";
"27a85";"Lilia";
"27a91";"Tarf";
"27a9d";"Gorto";
"27aa9";"Keith";
"27ab5";"Maria";
"27ac1";"Luta Gemma";
"27ad3";"Goban";
"27adf";"Meryl";
"27aeb";"Feena";
"27af7";"Reah";
"27b03";"Fred";
"27b0f";"Carson";
"27b1d";"Natalie";
"27b2b";"Rafa";
"27b37";"Rex";
"27b41";"Chelnie";
"27b4f";"Sheila";
"27b5d";"Caesaria";"羊神"
"27b6d";"Kate";
"27b79";"Frith";
"27b85";"Jill";
"27b91";"Reise";
"27b9d";"Frau";
"27ba9";"Lloyd";
"27bb5";"Blitz";
"27bc1";"Paulie";
"27bcf";"Tanya";
"27bdb";"Tess";
"27be7";"Tran";
"27bf3";"Lucy";
"27bff";"Theo";
"27c0b";"Esca";
"27c17";"Polo";
"27c23";"Muto";
"27c2f";"Faye";
"27c3b";"Rimera";
"27c49";"Ischt";
"27c55";"Kasim";
"27c61";"Flonne";
"27c6f";"Darie";
"27c7b";"Nash";
"27c87";"Roodle";
"27c95";"Brooce";
"27ca3";"Roo-kie";
"27cb1";"Touroose";
"27cc1";"Prooto";
"27ccf";"Rooroo";
"27cdd";"Droozy";
"27ceb";"Tallyroo";
"27cfb";"#R#roodle";
"27d0b";"#R#brooce";
"27d1b";"#R#rookie";
"27d2b";"#R#touroose";
"27d3d";"#R#prooto";
"27d4d";"#R#rooroo";
"27d5d";"#R#droozy";
"27d6d";"#R#tallyroo";
"27d7f";"Zava";
"27d8b";"Darm";
"27d99";"miikka'";
"27dad";"#C0#Even if he makes it to a different
sector, he won't get far without
knowing our password, #C##C2#'miikka.'#C#";
"27e27";"Give present";
"27e3d";"Be stingy";
"27e4f";"Talk";
"27e5d";"Load Recent";
"27e71";"Load Auto-Save";
"27e89";"Load";
"27e97";"Revive";
"27ea7";"Title";
"27eb5";"Encourage";
"27ec5";"We alone control the flow of time.";
"27eef";"I will see to it that your spells
cause us no further inconvenience!";
"27f3b";;
"27f43";;
"27f4b";"A girl Adol rescued from the
underground labyrinth of the
shrine during his previous
adventure. Lost her memory,
but was taken in by Jeba of
Zepik Village. Promised Adol
they'd meet again.";
"2800f";"A girl Adol rescued from the
underground labyrinth of the
shrine during his previous
adventure. She was revealed
to be one of the Goddesses
of Ys, along with her sister
Reah. Offers Adol guidance.";
"280db";"A troubadour Adol met during
his previous adventure. Lost
her harmonica, but Adol
returned it. The two were
reunited in Rado's Annex,
where she'd been imprisoned
for purposes unknown.";
28199;"A troubadour Adol met during
his previous adventure. Once
Adol reached the land of Ys,
he learned that she was
actually one of the twin
Goddesses. Offered Adol
guidance on his journey.";
28259;"The leader of a band of
honorable thieves, met by
Adol during his previous
adventure. Feared by the
villagers, but beloved by
his men. Descended from one
of the Priests of Ys: Tovah.";
28317;"A sleepwalking poet Adol met
on his previous adventure.
Adol later met him again in
Darm Tower, and received a
mystical charm from him.
Luta is descended from one
of the Priests of Ys: Gemma.";
"283dd";"Goban's mother, and Sara's
aunt. Met by Adol on his
previous adventure. Lives in
Zepik Village, and is a very
kindly soul. Descended from
one of the Priests of Ys:
Tovah.";
"2848f";"A fortuneteller Adol met
on his previous adventure.
Recognized him immediately
as the legendary brave soul
destined to save the land.
Guided Adol on his way, but
paid the ultimate price.";
28551;"One of Goban's men, with a
penchant for breaking walls.
Rescued Adol from prison on
his previous adventure, as
well as Luta Gemma. Strong,
kindly and loyal, he and
Adol quickly became friends.";
28619;"A descendant of one of the
six Priests of Ys: Fact. Was
corrupted by evil, intending
to take over the world by
utilizing the Books of Ys.
Adol faced off against him,
and thwarted his plans.";
"286dd";"A Priest from the ancient
kingdom of Ys. Supported
the twin Goddesses, and was
the governing priest of
Power. Both Goban and Jeba
are descendants.";
28777;"A Priest from the ancient
kingdom of Ys. Supported
the twin Goddesses, and was
the governing priest of
Light. It is unknown if
there are any descendants.";
28817;"A Priest from the ancient
kingdom of Ys. Supported
the twin Goddesses, and was
the governing priest of
Earth. It is unknown if
there are any descendants.";
"288b7";"A Priest from the ancient
kingdom of Ys. Supported
the twin Goddesses, and was
the governing priest of
Time. It is unknown if
there are any descendants.";
28957;"A Priest from the ancient
kingdom of Ys. Supported
the twin Goddesses, and was
the governing priest of
Wisdom. Luta is a current
descendant of this lineage.";
"289fb";"A Priest from the ancient
kingdom of Ys. Supported
the twin Goddesses, and was
the governing priest of
Spirit. Dark Fact was a
descendant of this lineage.";
"28a9d";"A young girl from Lance.
Nursed Adol back to health
after his arrival in Ys.
A kind, gentle girl beloved
by young and old alike
within the village. Lives
with her mother, Banoa.";
"28b55";"An old woman from Lance.
Helped take care of Adol
after his arrival in Ys, and
kindly worried over him even
after he recovered. Lives
with her daughter, Lilia.";
"28bfb";"A young man who guards the
entrance to the abandoned
Rasteenie Mine, where demons
have been spotted of late.
Dependable and well-liked
amongst the villagers.";
"28c9f";"A young man from Lance.
Brother of Dr. Flair Rall,
he studies medicine under
him as his apprentice.
When Dr. Flair was away, he
did his best to care for
Adol. Obsessively devoted.";
"28d59";"A doctor from Lance. A very
talented, popular man. After
being rescued from a cave-
in, he learned of Lilia's
illness by letter, and asked
Adol to gather the ingredi-
ents needed for a cure.";
"28e1f";"A quick-witted, 'Hello,
Nurse!' nurse from Lance.
Works in Dr. Flair's clinic.
Sought after by many men,
but is presently single.
Been a nurse for 4 years,
and is now 21 years old.";
"28edb";"The elder of Lance. When he
saw the Books of Ys, he
advised Adol to return them
to the Sanctuary of Toal.
Also said he witnessed two
girls resembling the twin
Goddesses. Loves sunbathing.";
"28f9d";"Elder Cornell's wife. Calmly
settled in her ways, she
seems at peace with the
world. Sensitive and kind,
never forgetting to treat
the villagers with respect.
Her hobby is knitting.";
29059;"An armorer from Lance. Been
busy since the demon revival
6 months ago. Though he has
assistants, he can't get the
materials he needs to forge
armor anymore. Renowned for
his heavy drinking.";
"2911d";"An item trader from Lance.
Values his work more than
the money he makes from it.
Loves chatting with his
customers more than anything
else. His one vial of Elixir
is the pride of his shop.";
"291e1";"A young man from Lance who
values calm and solitude
above all else. Usually
immersed in his thoughts,
but has lately been troubled
by unexplained noises.
Greatly enjoys poetry.";
29299;"An old man with great know-
ledge of magic and the
legends of Ys. Spends his
days staring at the Goddess
statues, which causes the
villagers to joke about
him. Remains a bachelor.";
29353;"A Lance villager skilled in
armorcrafting. Due to the
demons, however, he can't
get the Iron Ore he needs,
which has depressed him
greatly. Has a wife, Tess,
and a son, Tran.";
29409;"Lazlo's wife, and Tran's
mother. Hopelessly devoted
to her family, and greatly
concerned by Lazlo's recent
bouts of depression. Wishes
he could get the Iron Ore
he needs to resume working.";
"294cd";"Son of Lazlo and Tess.
Respects his hard-working
father a great deal, and
cannot bear to see him so
troubled. His ambition is
to follow in his daddy's
footsteps as a smithy.";
29581;"Lance's gate guard, sworn to
protect the village from
demons at all costs. Dozes
off on hot days, but seems
to have been successful thus
far nonetheless. Lives with
his mother, Lucille.";
29641;"A miner from Lance. Sheila's
husband, and father to Kris
and Ceres. Wishes he could
return to work at the mine,
but respects his family's
wishes too much to put
himself in danger like that.";
29705;"Bohtz's wife, and mother to
Kris and Ceres. Worries
about her husband due to the
demons in the mine. Normally
a sweet, motherly type, but
can be scarier than any
demon when enraged.";
"297c1";"The elder of two twins from
Lance, and the joker of the
pair. Always together with
her sister, Ceres. She isn't
scared of the demons at all,
but is absolutely terrified
when her mother gets mad.";
"2988b";"The younger of two twins
from Lance. Always together
with her sister, Kris. Isn't
scared of the demons at all,
but is absolutely terrified
when her mother gets mad.
Idolizes her big sis.";
"2994d";"A man from Lance Village.
Lives with his mother, Beth,
and his wife, Marina. He's a
fun-loving soul, but all the
depressing rumors of late
have begun getting him down.";
"299fb";"A housewife from Lance.
Worries about the safety of
the village, but is even
more concerned by the
constant rise in prices
for basic commodities due
to a dwindling supply.";
"29aad";"An old woman from Lance.
Lives with her son, Brody,
and Marina, his wife. Acts
like she's farsighted, but
may be faking it for atten-
tion. Wants grandchildren,
but refuses to tell anyone.";
"29b71";"An old woman from Lance
Village. Works as a house-
keeper for Astal and Leggs.
Since those two are so
often out at the Ruins of
Moondoria, she often gets
the house all to herself.";
"29c2b";"A man living in Lance who's
been hearing strange noises
from underground ever since
the demons first appeared.
He tries to ignore them, but
can't help listening when-
ever they start up again.";
"29cf3";"An old man from Lance
Village. Settled in the
area long ago, and laments
the recent changes in the
land. An old friend of
Leggs', and an overall
compassionate man.";
"29d9d";"An outwardly AND inwardly
calm housewife; well-matched
with her kindly husband, the
one and only Jade. Like any
stereotypical wife, her
hobbies include cookery and
idle gossip.";
"29e55";"Larsen's mother, and a
resident of Lance Village.
Possesses some psychic
powers, and has recently
been made aware of an evil
presence at Gila's House.";
"29ef3";"A gossipy girl from Lance
who loves learning secrets,
but loves telling them even
more-- and since people know
that, they're usually not
eager to share any with her.
Looks great with a ponytail.";
"29fbd";"A boy from Lance who hates
being treated like a kid.
Talks like a ruffian, but
is actually a very kind,
compassionate little man.
Always plays together with
Tita, and adores Lilia.";
"2a079";"A girl from Lance who gets
jealous of pretty much
everything. Tends to yammer
a bit, and follows Colt
everywhere, playing games
around the village. As with
Colt, she also adores Lilia.";
"2a139";"A young girl from Lance, and
a friend of Lilia's. Wonders
if there's any future for
Adol and Lilia as a couple.
A cheerful, lively soul, who
loves to get herself mixed
up in the affairs of others.";
"2a205";"Younger sister to Theo, the
pikkard-keeper. Has a rather
charming lisp. At Theo's
behest, she tends to the
needs of the penned pikkards
in Lance. Loves writing
lyrics and naming pikkards.";
"2a2c7";"A pikkard-keeper who's been
raising his livestock in the
village since the advent of
the monsters. Sometimes lets
his sister, Lucy, tend them,
but has begun to question
the wisdom of that decision.";
"2a393";"A young man from Lance who
always thinks, but never
acts. He's generally thought
of as being full of hot air,
and most people have learned
to ignore his ramblings.";
"2a43d";"A woman from Lance who's
recently been tormented by
ominous howling sounds from
below the ground every
single night. They keep
her awake, and as a result,
she's constantly exhausted.";
"2a4fb";"A man from the Colony of
Lava. Minds the drawbridge
at the north end of the
village, but it seems to be
out of order right now, so
no one is able to cross.
Has a son named Tarf.";
"2a5b3";"A boy from the Colony of
Lava. Ruba's son. Recently
abducted by demons and
imprisoned in a cave. Became
rather attached to Adol
after being rescued by him.
Thinks of Adol as a big bro.";
"2a673";"A man from the Colony of
Lava. Has a stern tempera-
ment, and greets Adol with
harsh words on their first
encounter. Lives with his
wife, Natalie.";
"2a70d";"A woman from the Colony of
Lava. Lives with her cranky
husband and one black cat.
In contrast to her husband's
nervousness, Natalie is a
rather calm, cool woman. The
cat's name is Van Treine.";
"2a7d3";"A man from the Colony of
Lava. Lives a mostly care-
free existence, worrying
more about the disappearance
of the Roos than the demons
outside the village. Married
to Rafa.";
"2a885";"A woman from the Colony of
Lava. Her husband Noit's
devil-may-care attitude
worries her more than the
demons outside the village.
Has a personality very simi-
lar to that of her husband.";
"2a947";"An old man from the Colony
of Lava. Despite his age,
he's actually very healthy.
Honest and forthright, which
means he's awful at keeping
secrets. His granddaughter's
influence keeps him young.";
"2aa0f";"Rex's granddaughter, from
the Colony of Lava. Been un-
able to play with her friend
Tarf lately, so she's gotten
a bit bored. With no female
friends to play with, too,
she's a bit of a tomboy.";
"2aad7";"An old man from the Colony
of Lava. Used to work as
the drawbridge guard, but
has entrusted that duty to a
new generation now. A kind
man, respected by all the
villagers.";
"2ab89";"A girl from the Colony of
Lava. A bit shy, and makes a
cold first impression. Comes
across as rude, but is actu-
ally a very kind person who
loves children.";
"2ac2d";"A woman from the Colony of
Lava. Speaks curtly, but is
very kind at heart. Friends
with Rafa, and loves to dish
out secrets with her about
her husband, Carson. Rafa
generally returns the favor.";
"2acf5";"A man from the Colony of
Lava. Tends the south-side
drawbridge. Sometimes visits
the Ice Ridge to cool off,
but always feels nervous
doing so. Married to Meryl
(an older woman-- egads!).";
"2adb7";"Kasim's son, from the Colony
of Lava. Mischievous and
full of energy. Hopes to set
off on an adventure of his
own one day. Good friends
with Tarf, and often talks
of his grand plans with him.";
"2ae7d";"A man from the Colony of
Lava. Ischt's father, and
he constantly worries about
his son. Often seems overly
strict, especially to out-
siders, but he's really just
a concerned parent.";
"2af3b";"A gentle soul from the Colony
of Lava with long, glossy black
hair. Quiet and polite, she is
beloved by children. She gets
on very well with her cousin,
Elle, even though they are
complete opposites.";
"2b009";"An old woman from the Colony
of Lava. Often seems a bit
clueless and loopy, but not
due to her age-- apparently,
she's always been like that!
Can't see or hear well, but
can gossip with the best.";
"2b0d3";"A young man from the Colony
of Lava. Commonly thought to
be a bit wishy-washy, but is
actually a logical, level-
headed individual. Hasn't a
mean bone in his body-- he's
as nice as can be!";
"2b197";"It's a frightened Roo! Was
driven into hiding by the
demons, and now fears them.
As such, he refuses to leave
the nest, only occasionally
peeking his head out to
reaffirm his safety.";
